02      //Pixel 0: 0.25
02      //Pixel 1: 0.25
03      //Pixel 2: 0.375
03      //Pixel 3: 0.375
03      //Pixel 4: 0.375
01      //Pixel 5: 0.125
02      //Pixel 6: 0.25
02      //Pixel 7: 0.25
